V_B2_A,V_B2_B,V_B2_C,I_B2_A,I_B2_B,I_B2_C,V_B3_A,V_B3_B,V_B3_C,I_B3_A,I_B3_B,I_B3_C,V_B4_A,V_B4_B,V_B4_C,I_B4_A,I_B4_B,I_B4_C,V_B5_A,V_B5_B,V_B5_C,I_B5_A,I_B5_B,I_B5_C,class,label,scenario
10731.7427949043,10731.7427948852,10731.7427947687,78.3504436347593,78.3504436366371,78.3504436351617,10654.1655931817,10654.1655931631,10654.1655930472,103.794859990627,103.794859993048,103.794859991164,10617.9315298889,10617.9315298698,10617.9315297539,129.364434745893,129.364434748957,129.364434746566,10858.533131612,10858.5331316057,10858.5331315956,87.3556675220668,87.3556675222054,87.3556675219975,0,Healthy,Healthy LM=0.73 rep=1
10731.7427949043,10731.7427948852,10731.7427947687,78.3504436347593,78.3504436366371,78.3504436351617,10654.1655931817,10654.1655931631,10654.1655930472,103.794859990627,103.794859993048,103.794859991164,10617.9315298889,10617.9315298698,10617.9315297539,129.364434745893,129.364434748957,129.364434746566,10858.533131612,10858.5331316057,10858.5331315956,87.3556675220668,87.3556675222054,87.3556675219975,0,Healthy,Healthy LM=0.73 rep=2
10731.7427949043,10731.7427948852,10731.7427947687,78.3504436347593,78.3504436366371,78.3504436351617,10654.1655931817,10654.1655931631,10654.1655930472,103.794859990627,103.794859993048,103.794859991164,10617.9315298889,10617.9315298698,10617.9315297539,129.364434745893,129.364434748957,129.364434746566,10858.533131612,10858.5331316057,10858.5331315956,87.3556675220668,87.3556675222054,87.3556675219975,0,Healthy,Healthy LM=0.73 rep=3
10731.7427949043,10731.7427948852,10731.7427947687,78.3504436347593,78.3504436366371,78.3504436351617,10654.1655931817,10654.1655931631,10654.1655930472,103.794859990627,103.794859993048,103.794859991164,10617.9315298889,10617.9315298698,10617.9315297539,129.364434745893,129.364434748957,129.364434746566,10858.533131612,10858.5331316057,10858.5331315956,87.3556675220668,87.3556675222054,87.3556675219975,0,Healthy,Healthy LM=0.73 rep=4
10731.7427949043,10731.7427948852,10731.7427947687,78.3504436347593,78.3504436366371,78.3504436351617,10654.1655931817,10654.1655931631,10654.1655930472,103.794859990627,103.794859993048,103.794859991164,10617.9315298889,10617.9315298698,10617.9315297539,129.364434745893,129.364434748957,129.364434746566,10858.533131612,10858.5331316057,10858.5331315956,87.3556675220668,87.3556675222054,87.3556675219975,0,Healthy,Healthy LM=0.73 rep=5
10731.7427949043,10731.7427948852,10731.7427947687,78.3504436347593,78.3504436366371,78.3504436351617,10654.1655931817,10654.1655931631,10654.1655930472,103.794859990627,103.794859993048,103.794859991164,10617.9315298889,10617.9315298698,10617.9315297539,129.364434745893,129.364434748957,129.364434746566,10858.533131612,10858.5331316057,10858.5331315956,87.3556675220668,87.3556675222054,87.3556675219975,0,Healthy,Healthy LM=0.73 rep=6
10731.7427949043,10731.7427948852,10731.7427947687,78.3504436347593,78.3504436366371,78.3504436351617,10654.1655931817,10654.1655931631,10654.1655930472,103.794859990627,103.794859993048,103.794859991164,10617.9315298889,10617.9315298698,10617.9315297539,129.364434745893,129.364434748957,129.364434746566,10858.533131612,10858.5331316057,10858.5331315956,87.3556675220668,87.3556675222054,87.3556675219975,0,Healthy,Healthy LM=0.73 rep=7
10731.7427949043,10731.7427948852,10731.7427947687,78.3504436347593,78.3504436366371,78.3504436351617,10654.1655931817,10654.1655931631,10654.1655930472,103.794859990627,103.794859993048,103.794859991164,10617.9315298889,10617.9315298698,10617.9315297539,129.364434745893,129.364434748957,129.364434746566,10858.533131612,10858.5331316057,10858.5331315956,87.3556675220668,87.3556675222054,87.3556675219975,0,Healthy,Healthy LM=0.73 rep=8
10731.7427949043,10731.7427948852,10731.7427947687,78.3504436347593,78.3504436366371,78.3504436351617,10654.1655931817,10654.1655931631,10654.1655930472,103.794859990627,103.794859993048,103.794859991164,10617.9315298889,10617.9315298698,10617.9315297539,129.364434745893,129.364434748957,129.364434746566,10858.533131612,10858.5331316057,10858.5331315956,87.3556675220668,87.3556675222054,87.3556675219975,0,Healthy,Healthy LM=0.73 rep=9
10731.7427949043,10731.7427948852,10731.7427947687,78.3504436347593,78.3504436366371,78.3504436351617,10654.1655931817,10654.1655931631,10654.1655930472,103.794859990627,103.794859993048,103.794859991164,10617.9315298889,10617.9315298698,10617.9315297539,129.364434745893,129.364434748957,129.364434746566,10858.533131612,10858.5331316057,10858.5331315956,87.3556675220668,87.3556675222054,87.3556675219975,0,Healthy,Healthy LM=0.73 rep=10
