V_B2_A,V_B2_B,V_B2_C,V_B3_A,V_B3_B,V_B3_C,V_B4_A,V_B4_B,V_B4_C,V_B5_A,V_B5_B,V_B5_C,I_B2_A,I_B2_B,I_B2_C,I_B3_A,I_B3_B,I_B3_C,I_B4_A,I_B4_B,I_B4_C,I_B5_A,I_B5_B,I_B5_C,class_label,class_name
1281.37614541255,1281.37614557337,1281.3761454051,2865.42891018854,2865.42891028519,2865.42891010686,2865.0850976324,2865.08509768505,2865.08509744168,7890.48158590863,7890.48158591539,7890.4815858644,7404.44864861128,7404.44864853964,7404.44864850286,19.9566931106951,19.9566931114782,19.9566931108559,24.9496852326198,24.9496852349007,24.9496852329337,45.361621507645,45.3616215078179,45.3616215076885,3,3PH-B2
1281.37614540886,1281.37614557292,1281.37614540324,2865.4289101866,2865.42891028274,2865.4289101053,2865.08509762874,2865.0850976841,2865.08509744033,7890.48158590356,7890.48158591067,7890.48158586084,7404.44864860465,7404.44864853284,7404.44864849905,19.9566931106702,19.9566931114512,19.95669311084,24.9496852325827,24.9496852348799,24.9496852329253,45.361621507617,45.3616215077929,45.3616215076634,3,3PH-B2
1281.37614541018,1281.37614557091,1281.37614540202,2865.4289101874,2865.42891028271,2865.42891010335,2865.08509762817,2865.0850976805,2865.08509743877,7890.48158590086,7890.48158590619,7890.48158585584,7404.4486486033,7404.44864853157,7404.44864849478,19.9566931106647,19.956693111471,19.9566931108299,24.9496852325918,24.9496852348733,24.9496852328768,45.3616215075907,45.3616215077687,45.3616215076368,3,3PH-B2
1279.58771766218,1279.58771759432,1279.58771756786,2860.40456745794,2860.40456738492,2860.40456730631,2859.98893461604,2859.98893447911,2859.9889345086,7877.08796515812,7877.08796510077,7877.08796514396,7395.48805541742,7395.48805550581,7395.48805523115,24.1906642159325,24.1906642172227,24.1906642160497,30.2421865670029,30.2421865668102,30.2421865652043,54.9885484771181,54.988548477199,54.9885484770779,3,3PH-B2
1279.58771765781,1279.58771759237,1279.58771756918,2860.40456745417,2860.40456738355,2860.40456730512,2859.98893461343,2859.98893447541,2859.9889345075,7877.08796515312,7877.08796509678,7877.08796513981,7395.48805540986,7395.4880554982,7395.48805522704,24.1906642159144,24.190664217203,24.1906642160264,30.2421865670101,30.2421865667909,30.2421865651828,54.9885484770822,54.9885484771666,54.988548477046,3,3PH-B2
1279.58771766361,1279.58771759214,1279.58771756567,2860.40456745277,2860.40456738313,2860.4045673024,2859.9889346123,2859.98893447596,2859.98893450611,7877.08796514854,7877.08796509245,7877.08796513518,7395.48805540938,7395.48805549799,7395.48805522295,24.1906642158953,24.1906642171796,24.1906642159907,30.2421865669962,30.2421865667899,30.2421865651901,54.9885484770541,54.9885484771401,54.9885484770181,3,3PH-B2
1277.80226216246,1277.80226211992,1277.80226199291,2855.39057854916,2855.39057851068,2855.3905783065,2854.90344210367,2854.90344206342,2854.90344186012,7863.63868793125,7863.63868787517,7863.63868785763,7386.54082529424,7386.54082536817,7386.54082519462,28.4097413409838,28.409741344031,28.4097413417292,35.5158012620346,35.5158012655591,35.5158012626839,64.5820186734065,64.5820186735525,64.5820186729177,3,3PH-B2
1277.80226216344,1277.80226212272,1277.80226199495,2855.39057854594,2855.39057850989,2855.39057830439,2854.90344210099,2854.90344206146,2854.90344185953,7863.63868792618,7863.63868787094,7863.63868785372,7386.54082528633,7386.54082535999,7386.54082519052,28.4097413409454,28.409741344003,28.4097413417099,35.5158012619902,35.5158012655176,35.5158012626647,64.5820186733671,64.5820186735098,64.5820186728841,3,3PH-B2
1277.80226215937,1277.80226212156,1277.80226198773,2855.39057854626,2855.3905785078,2855.39057830355,2854.9034421002,2854.90344206029,2854.90344185786,7863.63868792188,7863.63868786711,7863.63868784987,7386.54082528613,7386.54082536015,7386.54082518644,28.4097413409576,28.4097413439934,28.4097413416824,35.5158012619941,35.5158012654966,35.515801262643,64.5820186733331,64.5820186734793,64.5820186728509,3,3PH-B2
1276.61362322788,1276.61362320559,1276.61362305918,2852.05369577859,2852.05369568088,2852.0536955704,2851.51906563362,2851.51906553459,2851.51906542546,7854.64220150436,7854.642201402,7854.64220140488,7380.58351099241,7380.58351103441,7380.58351086648,31.2142081520352,31.2142081529521,31.2142081508635,39.0210816438327,39.0210816449276,39.0210816423669,70.9589823866487,70.9589823869136,70.9589823859567,3,3PH-B2
1276.61362322482,1276.6136232033,1276.61362305866,2852.0536957759,2852.05369567831,2852.05369556924,2851.51906562994,2851.51906553275,2851.51906542207,7854.64220149987,7854.64220139725,7854.64220140044,7380.58351098381,7380.58351102572,7380.58351086253,31.2142081520056,31.2142081529206,31.2142081508493,39.0210816437781,39.0210816448876,39.0210816423396,70.958982386604,70.9589823868721,70.9589823859144,3,3PH-B2
1276.61362322493,1276.61362320369,1276.61362305837,2852.05369577373,2852.05369567913,2852.05369556689,2851.51906563041,2851.51906553306,2851.51906542076,7854.64220149642,7854.64220139294,7854.64220139539,7380.58351098441,7380.58351102624,7380.58351085834,31.2142081520032,31.2142081529124,31.2142081508312,39.0210816437918,39.021081644894,39.0210816422984,70.9589823865688,70.958982386842,70.9589823858678,3,3PH-B2
1274.2403756461,1274.2403755035,1274.24037541254,2845.39385661075,2845.39385639315,2845.39385638319,2844.76465838402,2844.7646582004,2844.7646581357,7836.578166637,7836.57816652343,7836.57816658059,7368.68711496173,7368.68711518633,7368.68711489953,36.8034015970026,36.8034015972585,36.8034015951339,46.0066127576415,46.0066127595372,46.006612756998,83.6678193851779,83.6678193848271,83.6678193840997,3,3PH-B2
1274.24037564458,1274.24037549923,1274.24037541258,2845.39385660797,2845.39385639112,2845.39385638062,2844.76465838143,2844.76465819741,2844.76465813447,7836.5781666313,7836.57816651882,7836.57816657626,7368.68711495306,7368.6871151768,7368.68711489549,36.8034015969556,36.8034015972133,36.8034015951213,46.00661275758,46.0066127594743,46.0066127569713,83.6678193851244,83.667819384785,83.667819384049,3,3PH-B2
1274.24037564313,1274.24037550127,1274.24037541047,2845.3938566072,2845.39385639045,2845.39385638091,2844.76465838054,2844.76465819629,2844.76465813119,7836.57816662806,7836.57816651491,7836.57816657217,7368.68711495392,7368.68711517828,7368.68711489153,36.8034015969585,36.8034015972409,36.8034015950819,46.0066127575648,46.0066127594902,46.0066127569395,83.6678193850795,83.6678193847416,83.6678193839991,3,3PH-B2
5188.22083651152,5188.2208366549,5188.22083660348,6346.11717671023,6346.1171768484,6346.1171768026,6345.3557512731,6345.35575139813,6345.35575128308,8867.21486756444,8867.21486761256,8867.21486759147,6016.83957194863,6016.83957187255,6016.83957197917,44.198448788009,44.1984487879198,44.1984487886495,55.2565188451576,55.2565188462312,55.2565188460799,50.9767674217817,50.9767674218394,50.9767674221166,3,3PH-B2
5188.22083650871,5188.22083665196,5188.22083660116,6346.1171767062,6346.11717684566,6346.11717679986,6345.35575126892,6345.355751395,6345.35575127961,8867.21486756002,8867.21486760696,8867.2148675861,6016.83957194499,6016.83957186915,6016.83957197601,44.1984487879833,44.1984487878907,44.1984487886245,55.2565188451257,55.2565188462009,55.2565188460403,50.9767674217548,50.9767674218135,50.9767674220814,3,3PH-B2
5188.22083650519,5188.22083664944,5188.22083659859,6346.11717670242,6346.11717684065,6346.11717679529,6345.35575126435,6345.35575139048,6345.35575127601,8867.21486755444,8867.21486760182,8867.21486758186,6016.83957194185,6016.83957186597,6016.83957197269,44.1984487879612,44.1984487878703,44.1984487886006,55.2565188451054,55.2565188461691,55.2565188460146,50.9767674217284,50.9767674217846,50.976767422062,3,3PH-B2
5171.8873278188,5171.8873278019,5171.88732776091,6324.44860897214,6324.44860899261,6324.44860890669,6323.52965326929,6323.52965321862,6323.52965321635,8846.73322496663,8846.73322492759,8846.73322495225,6003.45215322325,6003.45215328233,6003.45215325715,53.48635448132,53.4863544826134,53.4863544819997,66.866469734362,66.8664697343964,66.8664697335276,61.7574693791952,61.7574693793776,61.7574693791079,3,3PH-B2
5171.88732781756,5171.88732779917,5171.88732775757,6324.44860896901,6324.4486089892,6324.44860890341,6323.52965326623,6323.52965321598,6323.52965321278,8846.73322496152,8846.73322492261,8846.73322494754,6003.45215321976,6003.45215327847,6003.45215325408,53.4863544812838,53.4863544825731,53.4863544819752,66.8664697343258,66.8664697343587,66.8664697334932,61.75746937916,61.7574693793484,61.7574693790792,3,3PH-B2
5171.88732781415,5171.88732779628,5171.88732775628,6324.44860896624,6324.44860898612,6324.44860890065,6323.52965326087,6323.5296532119,6323.52965321035,8846.73322495653,8846.73322491738,8846.73322494282,6003.45215321678,6003.45215327575,6003.45215325053,53.4863544812555,53.4863544825522,53.4863544819529,66.8664697342911,66.8664697343315,66.8664697334529,61.7574693791258,61.7574693793136,61.7574693790431,3,3PH-B2
5155.63949799931,5155.63949803184,5155.63949793209,6302.89679938934,6302.89679948914,6302.89679931668,6301.82153212749,6301.82153222619,6301.82153205488,8826.24770996601,8826.2477099663,8826.24770992943,5990.12963207972,5990.12963209562,5990.12963214758,62.7107440656724,62.7107440683457,62.710744067521,78.3964311486787,78.3964311517767,78.3964311507565,72.4876761309584,72.4876761312493,72.4876761309502,3,3PH-B2
5155.63949799613,5155.63949802737,5155.63949792935,6302.89679938591,6302.89679948525,6302.89679931378,6301.82153212523,6301.82153222211,6301.821532051,8826.24770996169,8826.2477099615,8826.24770992496,5990.12963207627,5990.12963209215,5990.12963214434,62.7107440656417,62.7107440683063,62.710744067493,78.3964311486273,78.3964311517406,78.3964311507204,72.4876761309153,72.4876761312041,72.4876761309193,3,3PH-B2
5155.63949799323,5155.63949802551,5155.63949792678,6302.89679938238,6302.89679948152,6302.89679930959,6301.82153212091,6301.82153221801,6301.82153204735,8826.24770995582,8826.24770995641,8826.24770992048,5990.12963207326,5990.12963208892,5990.12963214104,62.7107440656033,62.7107440682754,62.7107440674725,78.3964311485881,78.3964311516915,78.3964311506699,72.4876761308818,72.4876761311665,72.4876761308684,3,3PH-B2
5144.8549912993,5144.8549913059,5144.85499121769,6288.59347542579,6288.59347542696,6288.5934753486,6287.41467247232,6287.41467247223,6287.41467239449,8812.5890561706,8812.58905612827,8812.58905610536,5981.28388376968,5981.28388378391,5981.28388381738,68.8253050848716,68.8253050854911,68.8253050849048,86.0389552453214,86.0389552461187,86.0389552454024,79.6130919239962,79.6130919244669,79.6130919237331,3,3PH-B2
5144.85499129712,5144.85499130331,5144.8549912148,6288.59347542308,6288.59347542376,6288.59347534486,6287.414672468,6287.41467247016,6287.41467239124,8812.58905616496,8812.58905612356,8812.58905610075,5981.28388376635,5981.2838837804,5981.28388381453,68.8253050848317,68.8253050854502,68.8253050848625,86.0389552452709,86.0389552460719,86.0389552453449,79.6130919239563,79.6130919244244,79.6130919236923,3,3PH-B2
5144.85499129389,5144.85499130032,5144.8549912115,6288.59347541936,6288.59347541815,6288.59347534142,6287.41467246488,6287.41467246578,6287.41467238614,8812.58905616017,8812.58905611874,8812.58905609567,5981.28388376337,5981.28388377747,5981.28388381104,68.8253050847864,68.8253050854272,68.8253050848272,86.0389552452231,86.0389552460307,86.0389552453092,79.6130919239124,79.6130919243802,79.6130919236435,3,3PH-B2
5123.39909664033,5123.39909662684,5123.39909649522,6260.14089061197,6260.14089057618,6260.14089048375,6258.75661543106,6258.75661543184,6258.75661529676,8785.26916088474,8785.26916082341,8785.26916081948,5963.67829517376,5963.67829529277,5963.67829529696,80.9710327869814,80.9710327885377,80.9710327874178,101.218985237116,101.218985240427,101.218985239131,93.7965905235075,93.7965905237543,93.7965905228816,3,3PH-B2
5123.39909663839,5123.39909662499,5123.39909649251,6260.14089060844,6260.14089057332,6260.1408904796,6258.75661542674,6258.75661542769,6258.75661529366,8785.26916087962,8785.26916081831,8785.26916081474,5963.67829517025,5963.67829528918,5963.67829529386,80.9710327869368,80.9710327884944,80.9710327873747,101.218985237063,101.218985240367,101.218985239081,93.7965905234512,93.7965905236975,93.7965905228341,3,3PH-B2
5123.39909663481,5123.399096622,5123.39909648955,6260.14089060734,6260.1408905698,6260.14089047602,6258.75661542438,6258.75661542518,6258.75661528978,8785.26916087572,8785.26916081313,8785.2691608108,5963.67829516748,5963.67829528613,5963.67829529056,80.9710327869003,80.9710327884434,80.9710327873289,101.218985236996,101.218985240302,101.218985239022,93.7965905234073,93.7965905236563,93.7965905227922,3,3PH-B2
7649.46192944466,7649.46192953038,7649.46192953621,8477.14179579117,8477.14179587286,8477.14179588468,8476.12469286245,8476.12469293903,8476.12469289554,9735.14240041,9735.1424004439,9735.14240044955,4454.75742386132,4454.75742381337,4454.75742386629,59.0402772430102,59.0402772426202,59.0402772433551,73.8116446400104,73.8116446404237,73.8116446405334,55.9663995263535,55.9663995262963,55.9663995266155,3,3PH-B2
7649.46192944087,7649.46192952627,7649.46192953279,8477.14179578666,8477.14179586909,8477.14179588027,8476.12469285815,8476.12469293477,8476.12469289136,9735.14240040442,9735.14240043881,9735.14240044398,4454.75742385887,4454.75742381076,4454.75742386413,59.0402772429766,59.0402772425882,59.0402772433215,73.8116446399685,73.811644640378,73.8116446404959,55.9663995263246,55.9663995262632,55.9663995265814,3,3PH-B2
7649.46192943658,7649.46192952197,7649.46192952761,8477.1417957817,8477.14179586444,8477.14179587389,8476.1246928526,8476.12469293,8476.1246928868,9735.14240039925,9735.14240043308,9735.14240043868,4454.75742385653,4454.75742380848,4454.75742386155,59.0402772429435,59.0402772425581,59.0402772432908,73.8116446399222,73.8116446403401,73.8116446404512,55.966399526293,55.966399526237,55.9663995265541,3,3PH-B2
7620.47388551484,7620.47388553895,7620.47388549164,8442.90742564519,8442.9074256977,8442.90742561973,8441.68066228224,8441.68066228022,8441.68066226316,9707.7695968741,9707.76959685543,9707.76959686081,4446.06377667624,4446.06377669668,4446.06377669939,71.4023256957761,71.4023256968683,71.4023256965856,89.2642899555993,89.2642899557828,89.2642899553475,67.7682109739267,67.7682109741483,67.7682109738723,3,3PH-B2
7620.47388551032,7620.47388553553,7620.47388548861,8442.90742564105,8442.90742569375,8442.90742561566,8441.68066227755,8441.68066227546,8441.6806622587,9707.7695968687,9707.76959685017,9707.76959685537,4446.06377667375,4446.06377669421,4446.06377669706,71.4023256957383,71.4023256968312,71.4023256965505,89.2642899555532,89.2642899557388,89.2642899553016,67.7682109738888,67.7682109741162,67.7682109738381,3,3PH-B2
7620.47388550669,7620.47388553112,7620.47388548395,8442.90742563469,8442.90742568824,8442.90742561071,8441.68066227259,8441.68066227049,8441.68066225375,9707.76959686319,9707.76959684422,9707.76959685051,4446.06377667137,4446.06377669189,4446.06377669442,71.4023256957033,71.4023256967865,71.4023256965137,89.2642899555055,89.2642899556818,89.2642899552501,67.7682109738549,67.7682109740747,67.7682109738037,3,3PH-B2
7591.63809872546,7591.63809876842,7591.63809870933,8408.85942682003,8408.85942691691,8408.85942680363,8407.42489345062,8407.42489354615,8407.42489343316,9680.43429563094,9680.43429564888,9680.43429561964,4437.3980961879,4437.39809618366,4437.39809622186,83.6640434057073,83.6640434075584,83.6640434072768,104.590728798682,104.590728800821,104.59072880048,79.5028883267447,79.5028883269766,79.5028883268882,3,3PH-B2
7591.63809872132,7591.63809876359,7591.63809870513,8408.85942681549,8408.85942691216,8408.8594267989,8407.42489344551,8407.42489354163,8407.4248934285,9680.43429562575,9680.43429564375,9680.43429561504,4437.39809618546,4437.39809618112,4437.39809621948,83.6640434056599,83.6640434075174,83.6640434072369,104.590728798613,104.590728800757,104.590728800417,79.5028883267006,79.5028883269276,79.5028883268417,3,3PH-B2
7591.6380987165,7591.63809876028,7591.6380987018,8408.8594268107,8408.85942690781,8408.85942679502,8407.42489344116,8407.4248935368,8407.4248934229,9680.43429562129,9680.43429563844,9680.43429560826,4437.39809618313,4437.39809617893,4437.39809621691,83.6640434056157,83.6640434074722,83.6640434071955,104.590728798566,104.590728800706,104.590728800369,79.5028883266535,79.5028883268901,79.5028883268145,3,3PH-B2
7572.49875704707,7572.49875707127,7572.49875701281,8386.26414930328,8386.26414932445,8386.26414927323,8384.6921446991,8384.69214472011,8384.692144669,9662.23227829367,9662.23227828039,9662.23227825271,4431.63670306875,4431.63670306358,4431.63670309172,91.7831929916028,91.7831929919886,91.7831929918582,114.738758260311,114.738758260814,114.738758260677,87.2887844492717,87.2887844497167,87.2887844491859,3,3PH-B2
7572.49875704282,7572.49875706656,7572.49875700968,8386.26414929856,8386.26414931967,8386.26414926893,8384.69214469452,8384.69214471586,8384.69214466448,9662.2322782876,9662.23227827506,9662.23227824701,4431.63670306628,4431.63670306119,4431.63670308937,91.7831929915555,91.7831929919358,91.7831929918073,114.738758260248,114.738758260754,114.738758260612,87.28878444923,87.2887844496632,87.2887844491418,3,3PH-B2
7572.49875703875,7572.49875706364,7572.49875700546,8386.26414929397,8386.26414931609,8386.2641492633,8384.69214469035,8384.69214471215,8384.69214465968,9662.23227828361,9662.2322782697,9662.23227824259,4431.63670306375,4431.63670305881,4431.6367030869,91.7831929914995,91.783192991884,91.7831929917496,114.738758260188,114.738758260691,114.738758260549,87.2887844491817,87.2887844496212,87.2887844490975,3,3PH-B2
7534.42268466583,7534.42268472606,7534.42268461124,8341.32127805193,8341.32127809352,8341.32127800743,8339.47681001635,8339.47681008592,8339.47680997023,9625.88168088906,9625.88168087354,9625.88168084565,4420.15215463024,4420.15215466978,4420.15215470161,107.889807993077,107.889807994498,107.889807994299,134.869181212002,134.869181214808,134.869181214648,102.771453659107,102.771453659536,102.771453658923,3,3PH-B2
7534.42268466197,7534.42268472153,7534.42268460758,8341.32127804756,8341.32127808847,8341.32127800203,8339.47681001232,8339.47681008144,8339.47680996561,9625.88168088385,9625.8816808685,9625.88168084036,4420.15215462773,4420.15215466741,4420.15215469925,107.889807993019,107.88980799444,107.889807994255,134.869181211924,134.869181214733,134.869181214583,102.771453659048,102.771453659484,102.771453658869,3,3PH-B2
7534.42268465794,7534.42268471777,7534.4226846022,8341.32127804355,8341.3212780842,8341.32127799785,8339.47681000761,8339.47681007677,8339.47680996027,9625.88168087815,9625.88168086365,9625.88168083494,4420.15215462533,4420.15215466505,4420.1521546969,107.889807992964,107.889807994394,107.889807994183,134.869181211865,134.869181214658,134.869181214518,102.77145365899,102.771453659421,102.771453658813,3,3PH-B2
10386.5227365856,10386.5227365958,10386.5227366129,10596.6292806885,10596.6292806983,10596.6292807154,10595.3578889307,10595.3578889392,10595.35788894,10745.3142162487,10745.3142162539,10745.314216264,1251.46261428165,1251.46261427663,1251.46261427992,73.8017536619109,73.801753661679,73.8017536618999,92.2663150520085,92.2663150520156,92.2663150520375,61.7737803647371,61.7737803646767,61.7737803648034,3,3PH-B2
10386.5227365802,10386.5227365901,10386.522736608,10596.6292806836,10596.6292806929,10596.6292807102,10595.3578889254,10595.3578889342,10595.3578889348,10745.3142162428,10745.3142162482,10745.3142162583,1251.46261428101,1251.46261427595,1251.46261427927,73.8017536618663,73.8017536616384,73.8017536618588,92.2663150519605,92.2663150519591,92.2663150519848,61.7737803647029,61.7737803646464,61.7737803647712,3,3PH-B2
10386.5227365735,10386.5227365851,10386.5227366023,10596.6292806775,10596.6292806876,10596.6292807049,10595.3578889195,10595.3578889284,10595.357888929,10745.3142162366,10745.3142162423,10745.3142162518,1251.46261428029,1251.46261427526,1251.46261427856,73.8017536618243,73.8017536616033,73.8017536618135,92.2663150519135,92.2663150519159,92.2663150519354,61.7737803646643,61.773780364607,61.77378036473,3,3PH-B2
10353.5848979795,10353.5848979933,10353.5848979806,10560.5333969011,10560.5333969231,10560.533396903,10558.9989512498,10558.9989512549,10558.9989512526,10716.0387344802,10716.0387344779,10716.038734479,1258.65223582846,1258.65223582961,1258.65223583064,89.3112534718847,89.3112534721634,89.3112534721519,111.653304801915,111.653304801945,111.653304801894,74.8067582895726,74.80675828963,74.8067582895546,3,3PH-B2
10353.5848979733,10353.584897988,10353.5848979749,10560.5333968955,10560.5333969181,10560.5333968968,10558.9989512436,10558.998951249,10558.9989512467,10716.0387344742,10716.0387344717,10716.0387344735,1258.65223582781,1258.65223582888,1258.65223583,89.3112534718316,89.3112534721231,89.3112534721031,111.653304801862,111.653304801884,111.653304801837,74.8067582895298,74.8067582895894,74.8067582895112,3,3PH-B2
10353.584897967,10353.5848979823,10353.5848979695,10560.5333968897,10560.533396911,10560.5333968914,10558.9989512382,10558.9989512436,10558.9989512403,10716.0387344677,10716.0387344663,10716.0387344655,1258.65223582707,1258.6522358282,1258.65223582926,89.3112534717832,89.311253472068,89.3112534720515,111.653304801793,111.65330480183,111.653304801776,74.806758289494,74.8067582895436,74.8067582894712,3,3PH-B2
10320.5817411314,10320.5817411414,10320.5817411372,10524.3887533618,10524.3887533886,10524.388753366,10522.5933261609,10522.5933261877,10522.5933261656,10686.6561723169,10686.6561723259,10686.65617232,1265.77044770436,1265.77044770341,1265.77044770658,104.712526728537,104.712526728974,104.712526728961,130.904018625385,130.904018625923,130.904018625911,87.7667268129215,87.7667268129666,87.7667268130106,3,3PH-B2
10320.5817411261,10320.581741136,10320.5817411315,10524.3887533566,10524.3887533827,10524.3887533605,10522.5933261552,10522.5933261809,10522.5933261598,10686.6561723115,10686.6561723211,10686.6561723156,1265.77044770369,1265.77044770274,1265.7704477059,104.712526728481,104.712526728914,104.7125267289,130.904018625325,130.904018625846,130.904018625844,87.7667268128765,87.7667268129155,87.7667268129699,3,3PH-B2
10320.5817411194,10320.5817411296,10320.5817411246,10524.388753351,10524.3887533768,10524.3887533543,10522.5933261495,10522.5933261761,10522.5933261537,10686.6561723054,10686.6561723143,10686.6561723078,1265.77044770296,1265.77044770204,1265.77044770519,104.712526728415,104.712526728859,104.712526728841,130.904018625258,130.904018625771,130.904018625773,87.7667268128241,87.7667268128755,87.7667268129181,3,3PH-B2
10298.5463521017,10298.5463521042,10298.5463520966,10500.2683107833,10500.2683107858,10500.2683107787,10498.3000471372,10498.3000471399,10498.3000471326,10667.0111859552,10667.0111859545,10667.0111859462,1270.47638225292,1270.47638225264,1270.47638225461,114.919842217819,114.919842217813,114.919842217825,143.662032006472,143.662032006514,143.662032006536,96.3659756165196,96.3659756166525,96.3659756165027,3,3PH-B2
10298.5463520972,10298.5463520987,10298.5463520907,10500.2683107775,10500.2683107806,10500.2683107735,10498.3000471312,10498.3000471349,10498.3000471267,10667.0111859499,10667.011185949,10667.0111859397,1270.47638225228,1270.47638225194,1270.4763822539,114.919842217763,114.919842217758,114.919842217772,143.662032006383,143.66203200643,143.662032006463,96.3659756164762,96.3659756165941,96.3659756164549,3,3PH-B2
10298.5463520899,10298.5463520927,10298.5463520855,10500.268310772,10500.2683107741,10500.2683107679,10498.3000471263,10498.3000471283,10498.3000471216,10667.0111859443,10667.0111859426,10667.0111859346,1270.47638225156,1270.4763822512,1270.47638225321,114.919842217693,114.919842217686,114.919842217697,143.662032006309,143.662032006351,143.662032006389,96.3659756164112,96.3659756165475,96.3659756163992,3,3PH-B2
10254.4036420301,10254.4036420602,10254.4036420376,10451.9779263775,10451.9779264023,10451.9779263861,10449.6667518589,10449.6667518926,10449.6667518673,10627.5929839924,10627.5929839968,10627.5929839875,1279.79373892401,1279.79373892532,1279.79373892988,135.189840319439,135.189840319755,135.189840320004,168.99597311466,168.995973115386,168.995973115734,113.466300134691,113.466300134821,113.466300134732,3,3PH-B2
10254.4036420247,10254.4036420542,10254.4036420313,10451.9779263721,10451.9779263963,10451.9779263808,10449.6667518541,10449.6667518869,10449.6667518618,10627.5929839861,10627.5929839921,10627.5929839818,1279.79373892331,1279.79373892465,1279.79373892923,135.189840319353,135.189840319686,135.189840319926,168.995973114571,168.995973115301,168.995973115638,113.46630013463,113.466300134763,113.466300134665,3,3PH-B2
10254.4036420181,10254.4036420491,10254.4036420266,10451.9779263668,10451.9779263905,10451.9779263742,10449.6667518475,10449.6667518812,10449.6667518569,10627.5929839809,10627.5929839847,10627.5929839756,1279.79373892261,1279.79373892394,1279.79373892851,135.189840319284,135.189840319617,135.189840319854,168.995973114492,168.995973115187,168.995973115555,113.466300134568,113.466300134689,113.466300134606,3,3PH-B2
6230.30357548439,10873.8708746452,8112.10230391174,5941.15148407915,10862.0876691034,6869.63687517224,6222.80555877632,10860.7844306548,8102.33957272875,9329.25268107934,10880.5756234067,9706.58598797933,20.8444640606904,53.5405190559581,55.4190601885341,6919.2573186224,71.7657480684225,82.704682829197,34.7382567416799,89.1527506453847,92.3327477970692,51.8590934496108,59.0605738862866,61.0372365563537,4,SLG-B3
6230.30357548064,10873.8708746399,8112.10230390788,5941.15148407574,10862.0876690975,6869.63687516821,6222.80555877274,10860.7844306489,8102.33957272519,9329.25268107458,10880.5756234007,9706.58598797357,20.8444640606807,53.540519055931,55.4190601885029,6919.25731861732,71.7657480683824,82.7046828291551,34.7382567416483,89.1527506453469,92.3327477970222,51.859093449583,59.0605738862561,61.0372365563159,4,SLG-B3
6230.30357547761,10873.8708746339,8112.10230390387,5941.15148407172,10862.0876690918,6869.63687516583,6222.80555877057,10860.7844306426,8102.33957272042,9329.25268106879,10880.575623395,9706.58598796872,20.8444640606763,53.5405190559014,55.4190601884706,6919.25731861493,71.765748068349,82.704682829111,34.7382567416302,89.1527506452943,92.3327477969658,51.8590934495495,59.0605738862228,61.0372365562845,4,SLG-B3
6224.00437976108,10846.3161366795,8087.30542598362,5928.78389366795,10832.0435296485,6847.08732501971,6214.91109585228,10830.4696367372,8075.489839127,9314.49196117092,10854.5661740715,9680.15170233779,25.2626572084723,64.8677951531784,67.1023766767529,6911.91019477722,86.9622822049865,100.097005774566,42.0942736736982,107.976585049903,111.772203470615,62.8414400850422,71.584050318333,73.9104019524476,4,SLG-B3
6224.00437975797,10846.3161366746,8087.30542597914,5928.78389366452,10832.043529643,6847.08732501486,6214.91109584844,10830.469636731,8075.48983912224,9314.49196116492,10854.5661740663,9680.15170233187,25.2626572084509,64.8677951531452,67.1023766767165,6911.9101947719,86.9622822049385,100.097005774508,42.0942736736662,107.976585049851,111.772203470551,62.8414400850044,71.584050318297,73.9104019524045,4,SLG-B3
6224.00437975434,10846.3161366679,8087.30542597523,5928.78389366271,10832.0435296365,6847.08732501236,6214.91109584521,10830.4696367255,8075.48983911693,9314.49196116033,10854.5661740595,9680.15170232649,25.2626572084542,64.8677951531119,67.1023766766779,6911.91019476971,86.9622822048897,100.097005774448,42.0942736736583,107.976585049792,111.772203470496,62.8414400849736,71.5840503182558,73.9104019523702,4,SLG-B3
6217.52360693577,10818.5507197873,8062.43919763338,5916.27792377832,10801.8038637636,6824.47514625121,6206.83998898567,10799.9611135829,8048.58543121311,9299.54776752863,10828.3567037038,9653.66302342397,29.6636695413913,76.1420292498589,78.7167140925433,6904.53886003257,102.092218758765,117.37170420254,49.4192845873236,126.699137997767,131.087757346902,73.777094564502,84.058846752802,86.70976232239,4,SLG-B3
6217.52360693164,10818.5507197817,8062.43919762926,5916.27792377535,10801.8038637576,6824.47514624716,6206.83998898219,10799.9611135772,8048.58543120864,9299.54776752382,10828.3567036983,9653.66302341839,29.6636695413665,76.1420292498219,78.7167140924987,6904.53886002663,102.092218758713,117.371704202475,49.419284587296,126.69913799769,131.087757346834,73.7770945644572,84.0588467527497,86.7097623223433,4,SLG-B3
6217.52360692773,10818.5507197752,8062.43919762496,5916.27792377117,10801.8038637515,6824.47514624306,6206.83998897844,10799.9611135711,8048.58543120445,9299.54776751858,10828.3567036924,9653.663023413,29.6636695413646,76.1420292497811,78.7167140924533,6904.5388600252,102.092218758648,117.371704202412,49.4192845872683,126.699137997629,131.087757346762,73.7770945644143,84.0588467527049,86.7097623222899,4,SLG-B3
